"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP5",26.9139622432699,0.00322495335253971,0.322495335253971
"SNP3",6.06337453202618,0.00487248728894735,0.487248728894735
"SNP36",3.29086778121491,0.562830942721198,1
"SNP59",3.13245340102552,0.722952785270953,1
"SNP50",3.10095641419451,0.149286445479889,1
"SNP43",2.81345834909333,0.0778490236560122,1
"SNP76",2.76763505584747,0.127210083433493,1
"SNP24",2.71324865054433,0.945247449987866,1
"SNP65",2.54060546279169,0.615172972648036,1
"SNP92",2.50701620622572,0.784447677087302,1
"SNP60",2.47230865858013,0.0513896407365913,1
