"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP3",83.2867440350516,5.58519813178628e-25,5.58519813178628e-23
"SNP1",83.0705755189445,4.32156623755252e-29,4.32156623755252e-27
"SNP2",36.1422840147343,3.3900810312969e-08,3.3900810312969e-06
"SNP5",18.4343500212117,0.00113602601729165,0.113602601729165
"SNP4",12.3229417956504,0.0151565495831312,1
"SNP8",8.74079019091652,0.0077416311693579,0.77416311693579
"SNP89",4.90038355255645,0.00875282997901768,0.875282997901768
"SNP54",4.66825839742892,0.215272086442919,1
"SNP27",4.34367225406254,0.11186612376087,1
"SNP92",4.18653263309096,0.517994837779078,1
"SNP99",3.84225117196187,0.872266633216938,1
"SNP19",3.82268782165555,0.572797379198366,1
"SNP79",3.67206251103268,0.999999999999989,1
"SNP38",3.57949883606676,0.759515733984403,1
"SNP71",3.53144700488037,0.592990232217189,1
"SNP97",3.4167579484067,0.695286252736236,1
"SNP24",3.36984989320511,0.409985294263156,1
"SNP6",3.32889000989102,0.223803041851865,1
"SNP43",3.27320939423964,0.0248332884358663,1
"SNP31",3.2315931903702,0.52349626260444,1
