"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP3",31.0552351357306,1.52577498385847e-14,1.52577498385847e-12
"SNP2",26.7114816489139,1.1705243047651e-13,1.1705243047651e-11
"SNP5",23.1920165226797,2.42183326476913e-08,2.42183326476913e-06
"SNP1",21.2974879310944,8.67206638033272e-10,8.67206638033272e-08
"SNP4",19.0626974302865,0.000169599267163422,0.0169599267163422
"SNP8",11.8454507949725,2.50282520487967e-05,0.00250282520487967
"SNP25",4.13120219361965,0.0912277091461444,1
"SNP36",3.33087664286602,0.853890308481641,1
"SNP77",3.18867251741955,0.0490688580315353,1
"SNP60",2.84371856718988,0.385476138798476,1
"SNP6",2.77818942402661,0.370997370158,1
"SNP61",2.72124931735554,0.157656432572242,1
"SNP28",2.70775660694557,0.673333312103969,1
"SNP88",2.54096294124538,0.0219655339108071,1
"SNP34",2.52009391446162,0.254033988688945,1
"SNP38",2.50993962316335,0.462734495677053,1
"SNP12",2.44741169487911,0.264548235734682,1
"SNP58",2.44249869269759,0.402586062069621,1
"SNP76",2.38406054478869,0.436456466963718,1
"SNP95",2.34602140367554,0.427012503769416,1
"SNP27",2.33675785050839,0.521140326905695,1
"SNP39",2.33423734183401,0.866979543353737,1
"SNP62",2.29192242797921,0.0148250058813667,1
"SNP31",2.28015970221617,0.399332898623591,1
"SNP37",2.2579194350667,0.210376355535252,1
"SNP83",2.22359750561966,0.046129498773097,1
"SNP100",2.20677827902107,0.197664916625578,1
"SNP91",2.11217025332362,0.533809546234333,1
"SNP55",2.09977370329504,0.365026403960403,1
"SNP99",2.01282517724333,0.727592089482977,1
"SNP9",1.99317360218921,0.55385037248274,1
"SNP69",1.99266160194297,0.507955438537903,1
"SNP79",1.94581142312559,0.762163340108698,1
"SNP40",1.88900405450042,0.61953788120212,1
"SNP64",1.84546906303085,0.480321696647889,1
"SNP68",1.76427790358438,0.672094901649444,1
"SNP23",1.7626968704111,0.558173643025016,1
"SNP41",1.75917118792709,0.519988573332339,1
"SNP56",1.66034288348044,0.616147897437845,1
"SNP26",1.65865362699869,0.661759947001591,1
"SNP20",1.62661017586552,0.127865890923912,1
"SNP22",1.59222387584088,0.358434053087274,1
"SNP86",1.56883942050095,0.839056248133237,1
"SNP16",1.56517257130662,0.71376003455423,1
"SNP82",1.5465351067554,0.769200186009449,1
"SNP43",1.50760287620104,0.520596371764883,1
"SNP48",1.48889296276103,0.181410208406172,1
"SNP13",1.44873112272302,0.516118134556783,1
"SNP97",1.39219753434671,0.999999999999994,1
"SNP54",1.36323833905366,0.535245666528031,1
"SNP85",1.3583843096136,0.693290163418276,1
