"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP3",31.0552351357306,1.52577498385847e-14,1.52577498385847e-12
"SNP8",11.8454507949725,2.50282520487967e-05,0.00250282520487967
"SNP25",4.13120219361965,0.0912277091461444,1
"SNP36",3.33087664286602,0.853890308481641,1
"SNP77",3.18867251741955,0.0490688580315353,1
"SNP87",3.02206863094606,0.945577891885884,1
"SNP14",3.00688926240304,0.859358769648043,1
"SNP60",2.84371856718988,0.385476138798476,1
"SNP28",2.70775660694557,0.673333312103969,1
"SNP88",2.54096294124538,0.0219655339108071,1
"SNP21",2.53327903453992,0.530122886181246,1
