"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP1",45.799712788226,1.46154236139173e-17,1.46154236139173e-15
"SNP7",42.644399724366,1.43581186613265e-15,1.43581186613265e-13
"SNP2",40.5243553784165,0.00144072089470629,0.144072089470629
"SNP8",36.9005391584923,3.83304111003614e-05,0.00383304111003614
"SNP4",35.5052561776464,1.17178900412151e-13,1.17178900412151e-11
"SNP3",8.24837109136929,0.00724799122061375,0.724799122061375
"SNP29",3.45488341420106,0.368707417377797,1
"SNP27",3.4201963076411,0.719319605025594,1
"SNP12",3.41930724667055,0.00039415494809208,0.039415494809208
"SNP58",3.31867962759916,0.0770082115943562,1
"SNP17",3.15869798064443,0.492609583831406,1
"SNP93",3.10475326306791,0.0829639275234073,1
"SNP11",3.07612703089897,0.265365362222852,1
"SNP54",3.02229081837686,0.0355323087069995,1
"SNP88",3.01349744047801,0.133517857662787,1
"SNP73",2.97035885471186,0.171373409888232,1
"SNP63",2.90967953627876,0.743044508109704,1
"SNP91",2.82112525202867,0.793260381870809,1
"SNP86",2.8027734037803,0.187124645314382,1
"SNP16",2.79574523425971,0.854470328607783,1
"SNP20",2.79547498246327,0.432345289855841,1
"SNP53",2.79313124421599,0.816338418450538,1
"SNP99",2.78071388296229,0.707561330320938,1
"SNP69",2.76389699631606,0.337698948101322,1
"SNP48",2.75834556201249,0.918015106109307,1
"SNP61",2.71841252612252,0.150557438789895,1
