"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP3",31.0552351357306,1.52577498385847e-14,1.52577498385847e-12
"SNP2",26.7114816489139,1.1705243047651e-13,1.1705243047651e-11
"SNP5",23.1920165226797,2.42183326476913e-08,2.42183326476913e-06
"SNP1",21.2974879310944,8.67206638033272e-10,8.67206638033272e-08
"SNP7",13.7897391917167,0.940138395713532,1
"SNP8",11.8454507949725,2.50282520487967e-05,0.00250282520487967
"SNP25",4.13120219361965,0.0912277091461444,1
"SNP77",3.18867251741955,0.0490688580315353,1
"SNP92",3.1510956463519,0.223474119737637,1
"SNP61",2.72124931735554,0.157656432572242,1
"SNP28",2.70775660694557,0.673333312103969,1
"SNP88",2.54096294124538,0.0219655339108071,1
"SNP12",2.44741169487911,0.264548235734682,1
"SNP58",2.44249869269759,0.402586062069621,1
"SNP76",2.38406054478869,0.436456466963718,1
"SNP27",2.33675785050839,0.521140326905695,1
"SNP83",2.22359750561966,0.046129498773097,1
"SNP100",2.20677827902107,0.197664916625578,1
"SNP91",2.11217025332362,0.533809546234333,1
"SNP55",2.09977370329504,0.365026403960403,1
"SNP69",1.99266160194297,0.507955438537903,1
"SNP40",1.88900405450042,0.61953788120212,1
"SNP19",1.85579157046432,0.225807042292689,1
"SNP57",1.85520205552584,0.701398321797206,1
"SNP64",1.84546906303085,0.480321696647889,1
"SNP84",1.79910045011527,0.845934014640832,1
"SNP98",1.76969740347894,0.158659259501816,1
"SNP68",1.76427790358438,0.672094901649444,1
"SNP33",1.66748342062703,0.15275864562636,1
"SNP26",1.65865362699869,0.661759947001591,1
"SNP20",1.62661017586552,0.127865890923912,1
"SNP22",1.59222387584088,0.358434053087274,1
"SNP15",1.58304850408952,0.282562788820822,1
"SNP82",1.5465351067554,0.769200186009449,1
"SNP13",1.44873112272302,0.516118134556783,1
"SNP90",1.43133575604751,0.849919425373344,1
"SNP71",1.42374021158333,0.961240573830384,1
"SNP54",1.36323833905366,0.535245666528031,1
"SNP66",1.34920371130216,0.311616097756616,1
"SNP53",1.28928669379806,0.692984426066784,1
"SNP30",1.26616733472729,0.573247607621231,1
"SNP80",1.2350403872995,0.974585164780339,1
"SNP74",1.14652570294868,0.295646732171676,1
