"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP3",31.0552351357306,1.52577498385847e-14,1.52577498385847e-12
"SNP2",26.7114816489139,1.1705243047651e-13,1.1705243047651e-11
"SNP5",23.1920165226797,2.42183326476913e-08,2.42183326476913e-06
"SNP1",21.2974879310944,8.67206638033272e-10,8.67206638033272e-08
"SNP4",19.0626974302865,0.000169599267163422,0.0169599267163422
"SNP7",13.7897391917167,0.940138395713532,1
"SNP8",11.8454507949725,2.50282520487967e-05,0.00250282520487967
"SNP25",4.13120219361965,0.0912277091461444,1
"SNP36",3.33087664286602,0.853890308481641,1
"SNP77",3.18867251741955,0.0490688580315353,1
"SNP92",3.1510956463519,0.223474119737637,1
"SNP87",3.02206863094606,0.945577891885884,1
"SNP14",3.00688926240304,0.859358769648043,1
"SNP60",2.84371856718988,0.385476138798476,1
"SNP6",2.77818942402661,0.370997370158,1
"SNP61",2.72124931735554,0.157656432572242,1
"SNP28",2.70775660694557,0.673333312103969,1
"SNP11",2.66775247498699,0.0637817516832806,1
"SNP88",2.54096294124538,0.0219655339108071,1
"SNP21",2.53327903453992,0.530122886181246,1
"SNP34",2.52009391446162,0.254033988688945,1
"SNP38",2.50993962316335,0.462734495677053,1
"SNP93",2.49848119541441,0.327359981862251,1
"SNP12",2.44741169487911,0.264548235734682,1
"SNP58",2.44249869269759,0.402586062069621,1
"SNP76",2.38406054478869,0.436456466963718,1
"SNP95",2.34602140367554,0.427012503769416,1
"SNP27",2.33675785050839,0.521140326905695,1
"SNP39",2.33423734183401,0.866979543353737,1
"SNP62",2.29192242797921,0.0148250058813667,1
"SNP31",2.28015970221617,0.399332898623591,1
"SNP37",2.2579194350667,0.210376355535252,1
"SNP83",2.22359750561966,0.046129498773097,1
"SNP100",2.20677827902107,0.197664916625578,1
"SNP91",2.11217025332362,0.533809546234333,1
"SNP55",2.09977370329504,0.365026403960403,1
"SNP59",2.09818782135897,0.813159122148227,1
"SNP99",2.01282517724333,0.727592089482977,1
"SNP9",1.99317360218921,0.55385037248274,1
"SNP69",1.99266160194297,0.507955438537903,1
"SNP79",1.94581142312559,0.762163340108698,1
"SNP89",1.93901699677344,0.016874142290086,1
"SNP24",1.90922029764339,0.282262878273317,1
"SNP40",1.88900405450042,0.61953788120212,1
"SNP73",1.8620855553142,0.382779810369738,1
"SNP57",1.85520205552584,0.701398321797206,1
"SNP64",1.84546906303085,0.480321696647889,1
"SNP65",1.81210818864034,0.737502590549589,1
"SNP84",1.79910045011527,0.845934014640832,1
"SNP98",1.76969740347894,0.158659259501816,1
"SNP63",1.76908522701559,0.477683675835185,1
"SNP68",1.76427790358438,0.672094901649444,1
"SNP29",1.74342038418141,0.555197611424542,1
"SNP33",1.66748342062703,0.15275864562636,1
"SNP20",1.62661017586552,0.127865890923912,1
"SNP22",1.59222387584088,0.358434053087274,1
"SNP15",1.58304850408952,0.282562788820822,1
"SNP86",1.56883942050095,0.839056248133237,1
"SNP82",1.5465351067554,0.769200186009449,1
"SNP43",1.50760287620104,0.520596371764883,1
"SNP50",1.50375514843314,0.945187771014045,1
"SNP48",1.48889296276103,0.181410208406172,1
"SNP90",1.43133575604751,0.849919425373344,1
"SNP71",1.42374021158333,0.961240573830384,1
"SNP67",1.27713858748138,0.470373170775746,1
"SNP30",1.26616733472729,0.573247607621231,1
"SNP72",1.24295781985213,0.358709623225677,1
