"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP3",31.0552351357306,1.52577498385847e-14,1.52577498385847e-12
"SNP2",26.7114816489139,1.1705243047651e-13,1.1705243047651e-11
"SNP5",23.1920165226797,2.42183326476913e-08,2.42183326476913e-06
"SNP1",21.2974879310944,8.67206638033272e-10,8.67206638033272e-08
"SNP4",19.0626974302865,0.000169599267163422,0.0169599267163422
"SNP7",13.7897391917167,0.940138395713532,1
"SNP87",3.02206863094606,0.945577891885884,1
"SNP61",2.72124931735554,0.157656432572242,1
"SNP28",2.70775660694557,0.673333312103969,1
"SNP88",2.54096294124538,0.0219655339108071,1
"SNP21",2.53327903453992,0.530122886181246,1
"SNP34",2.52009391446162,0.254033988688945,1
"SNP93",2.49848119541441,0.327359981862251,1
"SNP76",2.38406054478869,0.436456466963718,1
"SNP27",2.33675785050839,0.521140326905695,1
"SNP62",2.29192242797921,0.0148250058813667,1
