"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP3",31.0552351357306,1.52577498385847e-14,1.52577498385847e-12
"SNP2",26.7114816489139,1.1705243047651e-13,1.1705243047651e-11
"SNP5",23.1920165226797,2.42183326476913e-08,2.42183326476913e-06
"SNP1",21.2974879310944,8.67206638033272e-10,8.67206638033272e-08
"SNP8",11.8454507949725,2.50282520487967e-05,0.00250282520487967
"SNP25",4.13120219361965,0.0912277091461444,1
"SNP92",3.1510956463519,0.223474119737637,1
"SNP87",3.02206863094606,0.945577891885884,1
"SNP14",3.00688926240304,0.859358769648043,1
"SNP61",2.72124931735554,0.157656432572242,1
