"","Importancia_RF","Valor.p.bruto","Valor.p.ajustado"
"SNP5",26.9139622432699,0.00322495335253971,0.322495335253971
"SNP2",23.8432525008951,7.81408697913796e-05,0.00781408697913796
"SNP8",22.2369436380867,0.000104872321299111,0.0104872321299111
"SNP7",21.3540635008101,2.55193636388024e-11,2.55193636388024e-09
"SNP1",21.2440973034398,2.65887130880609e-11,2.65887130880609e-09
"SNP4",18.5190358633607,3.83938270267505e-09,3.83938270267505e-07
"SNP36",3.29086778121491,0.562830942721198,1
"SNP68",2.99376973244829,0.437855176544604,1
"SNP76",2.76763505584747,0.127210083433493,1
"SNP65",2.54060546279169,0.615172972648036,1
"SNP92",2.50701620622572,0.784447677087302,1
